,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua & Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Brazil,Brunei Darussalem,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Columbia,Comoros,Congo,Congo- Democratic Republic of,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Korea- North,Korea- South,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,St. Kitts & Nevis,St. Lucia,St. Vincent & The Grenadines,Samoa,San Marino,Sao Tome & Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Slovakia,0,54,0,0,0,0,0,0,0,54,0,0,0,0,0,54,54,0,0,0,0,0,0,54,0,54,0,0,0,0,0,54,0,0,0,0,54,0,0,0,0,0,0,54,54,54,54,54,0,0,0,0,54,0,0,0,0,0,0,54,54,0,0,54,54,0,54,0,0,0,0,0,0,54,0,54,0,54,54,0,54,54,54,54,0,54,0,54,0,0,0,54,0,54,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54,0,0,0,0,0,0,0,0,54,54,0,54,54,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54,0,0,0,0,54,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,54,0,0,0,121,0,54,54,0,0,0,0,88,0,0,0
Slovenia,0,66,0,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,0,0,0,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,66,0,66,66,66,0,0,0,0,66,0,0,0,0,0,0,66,66,0,0,66,66,0,66,0,0,0,0,0,0,66,0,66,66,66,66,66,0,66,0,66,0,66,0,0,0,0,0,0,66,0,0,0,66,0,0,0,0,0,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,66,66,0,0,0,0,0,0,0,0,0,66,0,0,0,66,0,0,0,0,0,66,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,66,0,0,0,121,0,66,66,0,0,0,0,0,0,0,0
Solomon Islands,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
South Africa,0,0,183,0,183,0,183,0,183,183,0,0,0,183,0,183,183,0,183,0,0,0,183,183,0,183,0,183,183,0,183,183,183,0,0,183,183,183,183,183,183,0,183,183,183,183,183,183,0,0,0,0,183,0,183,183,0,183,183,183,183,183,0,183,183,183,183,0,0,183,0,0,183,183,0,183,183,183,183,183,183,183,183,183,0,183,183,0,183,0,183,183,0,183,0,0,0,183,183,183,183,0,0,0,0,183,183,183,0,183,0,0,0,183,183,0,0,0,0,0,183,183,183,0,0,183,183,0,0,183,183,183,183,0,0,0,183,183,183,183,183,183,183,198,28,0,0,0,0,0,183,127,69,80,14,0,68,66,0,0,0,0,15,183,63,67,0,22,119,142,59,0,0,50,113,0,30,0,28,62,128,0,0,35,121,183,183,183,56,0,0,183,88,50,27,36
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0
Spain,192,192,192,192,192,0,192,0,192,192,192,0,0,192,0,0,192,0,192,0,192,192,0,192,0,192,0,0,0,0,192,192,192,0,0,192,220,71,0,38,59,192,58,73,192,69,119,192,0,0,61,58,181,45,192,0,45,0,0,192,192,192,31,53,192,68,130,0,59,0,0,0,30,192,55,108,0,184,120,98,73,192,106,208,0,192,65,60,0,0,0,114,34,192,0,0,51,73,0,0,192,0,55,192,49,0,0,116,0,0,192,0,27,0,96,0,0,192,0,33,100,40,38,0,0,192,192,42,0,103,99,0,99,0,192,0,39,75,101,133,124,192,117,198,0,0,0,0,0,192,0,127,69,80,0,0,0,66,58,0,0,147,0,0,0,67,0,0,119,142,59,0,0,0,113,0,30,0,0,62,128,0,0,0,121,192,192,192,56,0,0,192,88,50,0,36
Sri Lanka,0,0,0,0,0,0,0,0,58,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,58,0,0,0,0,58,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,58,0,0,0,58,0,0,0,0,0,0,0,0,58,0,0,58,58,58,0,0,0,0,58,0,58,0,0,0,0,0,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,58,58,0,0,0,0,0,58,0,0,58,58,58,0,0,0,0,0,0,0,58,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,58,58,58,0,0,0,0,0,0,0,0
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,46,0,0,0,0,46,0,46,0,0,0,0,0,0,0,0,46,46,0,0,0,46,0,0,0,0,46,0,0,46,0,0,0,46,0,46,0,0,0,0,0,0,46,0,0,0,46,46,46,46,0,0,46,0,46,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,46,0,0,0,0,46,46,46,0,0,0,0,0,0,0,0,46,46,46,46,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,46,46,0,0,0,46,0,0,0,0,0,0,0,0,0,35,0,0,46,46,0,0,0,0,0,50,0,0
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,184,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,44,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
Sweden,0,153,153,0,153,0,153,0,153,153,153,0,0,153,0,153,153,0,0,0,153,153,153,153,0,153,0,0,0,0,0,153,0,0,0,153,153,153,0,153,153,0,0,153,153,153,153,153,0,0,153,153,153,153,0,153,153,0,0,153,153,0,0,153,153,0,153,0,153,0,0,0,0,153,153,153,153,153,153,153,153,153,153,153,0,153,0,0,153,0,153,153,153,153,0,153,153,153,0,0,153,0,153,0,153,0,0,153,0,0,0,0,0,0,153,0,153,0,153,153,153,153,153,0,0,153,153,153,0,153,153,0,153,0,153,0,153,0,153,153,153,0,153,198,28,0,0,0,0,0,0,127,0,80,0,0,0,66,58,0,0,147,0,153,63,67,0,0,0,142,59,0,0,50,113,0,0,0,0,62,128,0,0,0,121,153,153,153,56,0,0,153,88,0,27,36
Switzerland,0,137,137,0,0,0,137,0,0,137,137,0,0,0,0,137,137,0,0,0,0,137,0,137,0,137,0,0,0,0,137,137,0,0,0,137,137,137,0,0,137,137,137,137,137,137,137,137,0,0,137,137,137,0,0,0,0,0,0,137,137,0,0,0,137,68,130,0,0,0,0,0,0,137,0,108,0,184,120,98,0,137,106,208,0,137,65,60,61,0,35,114,34,0,0,0,0,73,0,0,137,0,0,137,49,0,0,116,25,0,137,0,0,29,96,0,0,137,0,0,100,0,0,0,0,137,0,0,0,103,99,64,99,0,0,0,39,75,101,133,124,0,117,198,0,0,0,0,0,0,0,127,0,80,0,0,68,66,58,0,0,147,0,137,0,0,0,0,119,0,0,0,0,50,113,0,0,0,0,62,128,0,0,0,121,137,137,137,56,0,0,137,88,0,0,0
Syria,0,0,65,0,0,0,65,65,0,65,0,0,65,0,0,65,65,0,0,0,0,0,0,65,0,65,0,0,0,0,0,65,0,0,0,65,65,0,0,0,0,0,0,0,65,65,65,65,0,0,0,0,65,0,0,65,0,0,0,65,65,0,0,0,65,0,65,0,0,0,0,0,0,65,0,65,0,65,65,65,65,0,0,65,0,65,65,0,0,0,65,0,0,65,0,0,0,65,0,0,65,0,0,0,0,0,0,65,0,0,0,0,65,0,0,0,0,0,0,0,65,0,0,0,0,65,0,0,0,0,65,65,65,0,0,0,0,0,0,65,0,65,65,65,0,0,0,0,0,0,0,65,0,65,0,0,0,65,0,0,0,65,0,65,0,65,0,0,65,65,0,0,0,0,0,0,0,0,0,65,65,65,0,0,121,65,65,65,0,0,0,65,0,50,0,0
Taiwan,0,0,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,52,0,52,52,0,52,0,52,0,0,52,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,52,0,0,52,0,0,0,0,0,0,52,0,52,0,52,0,0,0,52,0,0,0,52,52,52,0,0,52,52,0,0,0,0,0,0,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,52,52,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,0,88,0,0,0
Tajikistan,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,37,0,0,0,0,0,0
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,44,0,0,0,0,44,0,0,44,0,0,0,0,44,0,44,0,0,0,0,0,44,0,0,44,44,0,0,0,44,0,0,0,0,0,0,44,44,0,0,0,44,0,0,0,0,0,0,0,0,44,0,0,0,44,44,0,0,44,0,44,0,44,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,44,44,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,44,0,44,0,44,0,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,44,0,0,0,0,44,0,0,0
Thailand,0,0,0,0,0,0,120,0,120,120,0,0,120,120,0,0,120,0,0,120,0,0,0,120,120,120,0,120,0,120,0,120,0,0,0,120,120,0,0,0,0,0,0,0,120,0,120,120,0,0,0,0,120,0,0,0,0,0,0,120,120,0,0,0,120,0,120,0,0,0,0,0,0,120,0,120,0,120,120,0,120,0,120,120,0,120,0,120,0,0,120,120,0,120,0,120,0,0,0,0,0,0,0,120,0,0,0,120,120,0,0,0,0,0,120,0,0,0,120,0,120,0,0,0,120,120,120,0,0,120,120,120,120,0,120,0,0,120,120,120,120,120,120,120,0,0,0,0,0,0,0,120,0,0,0,0,120,120,0,0,0,147,0,120,63,0,0,0,119,142,0,44,0,0,0,0,0,0,0,0,128,0,0,0,121,120,120,120,0,0,0,0,88,0,0,0
Timor-Leste,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Togo,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,24,0,0,24,24,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,24,0,0,24,68,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
Tonga,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Trinidad & Tobago,0,0,0,0,0,38,38,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,38,0,0,0,38,38,0,0,0,0,38,0,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,38,38,38,0,38,0,38,0,0,0,38,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,38,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,38,0,0,0,0
Tunisia,0,0,48,0,0,0,48,0,0,48,0,0,48,0,0,0,48,0,0,0,0,0,0,48,0,48,0,0,0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,48,0,48,0,0,0,0,0,48,0,0,0,0,0,0,48,48,0,0,0,48,0,48,0,0,0,0,0,0,0,0,48,0,48,48,0,48,0,0,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,100,0,0,0,0,48,0,0,0,0,0,64,99,0,0,0,0,0,0,133,124,48,117,198,0,0,0,0,0,0,0,127,69,80,0,0,0,0,0,0,0,147,0,48,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,48,48,0,0,0,0,0,0,0,0
Turkey,168,168,168,0,0,0,168,0,168,168,168,0,168,0,0,168,168,0,0,0,0,168,0,168,0,168,0,0,0,0,0,168,0,0,0,168,168,0,0,0,0,168,0,168,168,168,168,168,0,0,0,0,168,0,0,0,168,168,0,168,168,0,168,168,168,0,168,0,0,0,0,0,0,168,0,168,0,168,168,168,168,168,168,168,0,168,168,168,168,0,0,168,168,168,168,168,168,168,0,0,168,0,0,168,168,0,0,168,0,0,0,0,0,0,168,0,168,0,168,168,168,0,0,0,0,168,168,0,0,0,168,168,168,0,0,0,0,0,168,168,168,168,168,198,0,0,0,0,0,0,0,127,69,80,0,0,68,66,58,0,21,147,0,168,0,67,0,0,119,142,59,0,15,0,113,0,0,0,0,62,0,0,0,35,121,168,168,168,0,37,0,168,88,50,0,0
Turkmenistan,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,37,0,0,0,0,0,0
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,0,0,0,40,0,0,0,40,0,0,40,0,0,0,0,40,0,0,0,0,40,0,0,40,0,0,0,40,0,0,0,0,0,0,0,0,40,0,0,40,40,0,40,0,40,0,40,0,40,0,0,40,0,40,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,40,40,40,0,0,40,0,0,40,0,0,0,0,50,0,0,0,0,28,0,128,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0
Ukraine,97,0,97,0,0,0,97,97,0,97,97,0,0,0,0,97,97,0,0,0,0,0,0,97,0,97,0,0,0,0,0,97,0,0,0,0,97,0,0,0,0,0,0,97,97,97,97,97,0,0,0,0,97,0,0,0,97,0,0,97,97,0,0,97,97,0,97,0,0,0,0,0,0,97,0,97,0,97,97,97,97,0,97,97,0,97,0,97,0,0,0,97,0,97,97,0,97,97,0,0,97,0,97,0,97,0,0,97,0,0,0,0,0,0,97,0,97,0,0,0,97,0,0,0,0,97,0,0,0,97,97,0,97,0,0,0,0,0,0,97,97,0,97,198,0,0,0,0,0,0,0,127,0,80,0,0,0,66,58,0,0,147,0,97,0,0,0,0,119,142,59,0,15,0,0,0,0,0,0,0,128,14,0,0,0,97,97,97,0,37,0,0,88,0,0,0
United Arab Emirates,142,0,0,0,142,0,142,142,142,142,142,0,142,142,0,142,142,0,0,0,0,142,0,142,142,0,0,0,0,0,0,142,0,0,0,0,142,0,142,0,0,0,0,0,0,142,142,142,142,0,0,0,142,0,0,0,0,142,0,142,142,0,142,0,142,142,142,0,0,0,0,0,0,0,0,142,0,184,120,98,73,142,0,208,0,142,65,60,61,0,0,114,0,142,0,0,0,73,0,0,142,0,0,142,0,0,0,116,25,0,0,0,0,29,0,0,0,0,0,33,100,0,0,0,30,142,0,0,0,103,0,64,99,0,0,0,0,0,101,133,0,142,117,198,0,0,0,0,0,0,0,127,69,0,14,0,68,0,0,0,21,147,0,142,63,67,0,22,119,142,59,0,0,50,113,0,0,0,0,62,128,0,0,0,121,0,142,142,0,0,0,0,0,50,27,0
United Kingdom,48,52,78,0,62,0,101,39,0,0,51,0,45,60,0,54,0,18,0,0,37,57,14,152,0,114,0,45,0,34,51,0,30,0,0,82,220,71,0,0,59,0,58,73,0,69,119,0,0,0,61,58,181,45,0,23,45,41,21,0,0,0,31,53,0,68,130,0,59,36,0,17,0,0,55,108,0,184,120,98,73,0,106,208,26,0,65,60,61,0,35,114,34,0,22,0,51,73,16,24,0,0,55,0,49,0,14,116,25,0,0,0,0,29,96,0,29,0,30,33,100,40,38,0,30,0,0,42,0,103,99,64,99,0,0,16,39,75,101,133,124,0,117,198,28,0,0,0,0,0,0,127,69,80,14,25,68,66,58,0,0,147,15,0,63,67,0,22,119,142,59,0,15,50,113,0,0,0,28,62,128,14,0,35,121,0,0,0,56,37,0,0,88,50,27,36
United States,48,52,78,0,62,0,101,39,0,0,51,0,45,60,0,54,0,18,44,0,37,57,14,152,0,114,29,45,16,34,51,0,30,13,15,82,220,71,0,38,59,0,58,73,0,69,119,0,31,0,61,58,181,45,0,23,45,41,21,0,0,0,31,53,0,68,130,0,59,36,11,17,30,0,55,108,0,184,120,0,73,0,106,208,26,0,65,60,61,0,0,114,34,0,22,30,51,73,16,24,0,0,55,0,49,27,14,116,0,32,0,0,27,29,96,5,29,0,30,33,100,40,38,0,30,0,0,42,17,103,99,64,99,0,0,16,39,75,101,133,124,0,117,198,28,0,0,0,0,0,0,127,69,80,0,25,68,66,58,0,0,147,15,0,63,67,14,22,119,142,59,44,15,50,113,10,30,0,28,62,128,14,0,35,121,0,0,0,56,37,0,0,88,50,27,36
Uruguay,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,152,0,0,0,0,0,0,0,0,0,0,0,82,220,71,0,0,0,0,0,0,0,0,0,0,0,0,61,58,181,45,0,0,0,0,0,0,0,0,0,0,0,0,130,0,59,0,0,0,0,0,0,0,0,0,0,98,0,0,106,208,0,0,0,0,0,0,0,114,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,75,0,133,124,0,117,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
