0,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua&Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia&Herzegovina,Botswana,Brazil,BruneiDarussalem,Bulgaria,BurkinaFaso,Burma,Burundi,Cambodia,Cameroon,Canada,CapeVerde,CentralAfricanRepublic,Chad,Chile,China,Colombia,Comoros,Congo,CongoDemocratic,CostaRica,CotedIvoire,Croatia,Cuba,Cyprus,CzechRepublic,Denmark,Djibouti,Dominica,DominicanRepublic,Ecuador,Egypt,ElSalvador,EquatorialGuinea,Eritrea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatamala,Guinea,Guinea-Bissau,Guyana,Haiti,HolySee(VaticanCity),Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,KoreaNorth,KoreaSouth,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,MarshallIslands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,NewZealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palau,Panama,PapuaNewGuinea,Paraguay,Peru,Phillipines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,St.Kitts&Nevis,St.Lucia,St.Vincent&TheGrenadines,Samoa,SanMarino,SaoTome&Principe,SaudiArabia,Senegal,Serbia,Seychelles,SierraLeone,Singapore,Slovakia,Slovenia,SolomonIslands,Somalia,SouthAfrica,SouthSudan,Spain,SriLanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad&Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,Uganda,Ukraine,UnitedArabEmirates,UnitedKingdom,UnitedStates,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
Mauritania,0.27,0.365,1.103,0.226,0.416,0.147,0.226,0.27,0.052,0.185,0.27,0.112,0.316,0.316,0.112,0.27,0.894,0.112,1.103,0.052,0.27,0.365,0.147,0.226,0.27,0.226,1.032,0.185,0.27,0.226,0.469,0.185,0.316,0.365,0.316,0.27,1.032,0.185,0.08,0.469,1.81,0.147,1.176,0.316,0.226,0.316,0.185,0.112,0.226,0.147,0.226,0.27,1.326,0.226,0.416,0.365,0.27,0.316,0.147,0.112,1.81,1.176,1.81,0.27,1.032,0.469,0.147,0.08,0.147,0.469,0.27,0.08,0.226,0.185,0.147,0.185,0.27,0.028,0.08,0.147,0.27,0.147,1.326,0.416,0.112,0.469,1.032,0.27,0.316,0.052,0.147,0.226,0.226,0.894,0.185,0.185,0.185,0.416,0.27,0.416,1.896,0.147,0.226,0.316,0.316,0.316,0.185,0.112,0.226,1.103,0.316,0.112,0,0.27,0.147,0.147,0.226,0.316,0.226,0.27,2.82,0.27,0.226,0.052,0.27,0.08,0.147,0.147,0.416,1.103,0.27,0.226,0.185,0.08,0.112,0.147,0.185,0.27,0.112,0.185,0.27,1.643,0.226,1.103,0.226,0.08,0.147,0.08,0.185,0.226,0.185,0.701,3.968,0.316,0.226,0.365,0.112,0.27,0.27,0.08,0.226,0.27,0.147,1.983,0.226,0.365,0.112,0.112,0.185,0.226,1.81,0.052,0.147,0.27,0.08,0.112,0.365,0.08,0.08,1.103,0.226,0.226,0.052,0.365,0.112,0.894,0,0.962,0.27,0.27,0.147,0.27,0.147,1.032,0.316,0.316
Mauritius,0.365,0.316,0.365,0.112,0.416,0.226,0.316,0.365,2.53,0.27,0.416,0.147,0.316,0.416,0.185,0.316,0.764,0.112,0.226,0.112,0.27,0.416,0.316,0.27,0.365,0.226,0.27,0.365,0.316,0.365,0.365,0.27,0.27,0.226,0.316,0.27,1.983,0.365,0.27,0.316,0.365,0.185,0.316,0.365,0.27,0.416,0.316,0.27,0.365,0.185,0.226,0.316,1.403,0.147,0.316,0.365,0.316,1.032,0.316,0.365,5,0.365,0.316,0.316,1.896,0.365,0.185,0.147,0.112,0.316,0.185,0.147,0.185,0.08,0.112,0.316,0.365,4.532,0.316,0.316,0.316,0.365,0.27,1.103,0.185,0.185,0.469,0.365,1.176,0.052,0.27,0.27,0.27,0.365,0.316,0.316,0.226,0.416,0.416,0.316,0.27,0.226,0.27,0.365,0.365,2.82,0.316,3.326,0.416,0.365,0.416,0.08,0.27,0,0.27,0.112,0.27,0.316,0.316,0.365,0.365,1.103,0.416,0.052,0.416,0.112,0.365,0.147,0.27,0.365,0.365,0.365,1.643,0.052,0.112,0.27,0.316,0.316,0.226,0.226,0.316,0.27,0.316,1.896,0.316,0.147,0.226,0.112,0.185,0.147,0.08,0.365,0.316,0.316,0.962,0.27,1.032,0.27,0.316,0.08,0.316,5.983,0.226,0.052,0.416,0.416,0.147,0.416,0.316,1.726,0.365,0.052,0.226,0.469,0.365,0.226,0.27,0.147,0.226,0.365,0.27,0.27,0.052,0.416,0.27,1.896,2.82,0.962,0.316,0.365,0.147,0.185,0.27,0.365,0.416,0.469
Mexico,0.416,0.524,2.16,0.028,1.176,0.27,4.417,0.416,2.16,2.16,0.469,0.08,0.27,0.469,0.27,0.469,2.251,4.648,0.226,0.01,2.071,0.524,0.052,4.417,0.365,1.326,0.27,0.416,0.08,0.365,0.316,4.417,0.185,0.01,0.028,4.417,3.222,7.022,0.01,0.185,0.469,6.889,1.032,0.581,2.251,1.25,2.16,2.16,0.052,0.028,2.251,2.251,2.16,3.12,0.226,0.27,0.469,0.365,0.112,2.16,4.417,0.365,0.147,0.469,3.222,0.469,2.16,0.08,6.889,0.316,0.028,0.524,1.896,2.251,5.484,2.16,0.365,2.16,2.16,2.16,1.25,2.16,2.251,2.251,1.81,3.222,0.524,0.524,1.103,0.01,0.962,2.251,0.365,0.581,0.147,0.365,0.416,2.071,0.112,0.112,0.581,0.01,0.469,0.469,0.524,0.08,0.052,2.16,0.185,0.27,0.469,0.01,0.147,0.27,0,0.01,0.27,0.112,0.416,0.316,2.16,0.27,0.185,0.01,0.27,3.222,2.071,2.071,0.08,1.326,1.326,0.416,1.25,0.01,5.607,0.112,2.071,4.417,2.16,2.251,2.16,0.524,2.251,2.251,0.226,1.25,0.581,0.01,0.028,0.08,0.01,2.16,0.416,2.16,0.052,0.052,1.032,1.25,0.524,0.01,0.052,2.16,0.028,4.417,0.524,0.469,0.08,0.028,2.16,2.251,0.581,0.416,0.052,0.27,2.16,0.052,0.052,0.01,0.828,0.524,2.16,0.052,0.01,0.365,2.16,0.581,5.607,9.85,2.251,0.416,0.01,2.251,2.16,0.469,0.226,0.416
Micronesia,0.052,0.052,0.01,0.112,0.028,0.147,0.01,0.052,0.365,0,0.052,0.226,0.08,0.028,0.185,0.052,0,0.185,0.08,0.147,0.147,0.052,0.226,0,0.08,0.01,0.112,0.08,0.147,0.112,0.052,0,0.08,0.185,0.112,0.028,0.962,0.028,0.08,0.08,0.028,0.028,0.052,0.028,0,0.028,0.01,0,0.112,0.226,0.028,0.052,0,0.08,0.112,0.185,0.08,0.08,0.828,0.01,0,0.08,0.052,0.052,0,0.028,0,0.226,0.028,0.112,0.185,0.147,0.147,0.01,0.052,0.01,0.147,0,0.01,0.01,0.028,0.028,0.01,0,0.185,0.962,0.028,0.028,0.028,0.185,0.052,0.01,0.08,0.028,0.185,0.147,0.052,0.028,0.147,0.112,0.01,0.185,0.052,0.147,0.052,0.147,0.185,0.01,0.112,0.112,0.08,0.316,0.147,0.112,0.01,0,0.112,0.147,0.147,0.08,0.01,0.08,0.08,0.185,0.147,0,0.08,0.08,0.147,0.01,0.01,0.028,0.01,0.27,0.028,0.27,0.052,0.028,0.01,0,0.01,0.01,0.01,0,0.147,0.185,0.147,0.185,0.316,0.185,0.112,0.01,0.028,0.01,0.147,0.112,0.028,0.028,0.052,0.112,0.112,0,0.112,0,0.052,0.028,0.185,0.08,0.01,0,0.028,0.112,0.185,0.052,0.01,0.185,0.08,0.226,0.112,0.028,0,0.185,0.185,0.112,0,0.01,0,2.722,0.052,0.112,0.226,0.01,0.01,0.052,0.147,0.112
Moldova,0.365,0.469,0.316,0.112,0.316,0.147,0.27,0.469,0.08,2.82,1.176,0.147,0.185,0.147,0.147,2.071,0.962,0.147,0.08,0.052,0.27,0.416,0.185,0.147,0.112,2.82,0.147,0.185,0.226,0.185,0.112,0.226,0.226,0.147,0.185,0.27,1.032,0.185,0.052,0.27,0.185,0.185,0.112,0.416,0.226,1.103,1.896,0.365,0.052,0.185,0.147,0.27,0.08,0.147,0.185,0.316,1.176,0.27,0.147,0.469,1.896,0.147,0.112,0.524,1.983,0.08,1.81,0.112,0.147,0.185,0.185,0.112,0.08,0.894,0.08,1.896,0.316,0.052,0.27,0.27,0.365,0.416,1.103,3.12,0.112,0.185,0.365,0.469,0.27,0.052,0.316,0.27,0.365,0.316,0.416,0.27,1.983,0.416,0.226,0.27,0.27,0.147,1.983,0.365,0.469,0.226,0.185,0.112,0.185,0.226,0.365,0.08,0.226,0.27,0.27,0.112,0,0.226,0.416,0.416,0.316,0.226,0.185,0.052,0.185,0.27,0.226,0.185,0.185,0.112,0.416,0.112,0.316,0.052,0.147,0.112,0.185,0.226,0.185,1.81,1.032,0.226,3.858,3.326,0.185,0.112,0.147,0.112,0.112,0.226,0.052,0.185,0.112,0.416,0.226,0.185,0.052,0.469,0.416,0.052,0.226,0.052,0.08,0.701,0.226,0.226,0.08,0.08,1.726,0.316,0.416,0.028,0.365,0.185,0.185,0.112,0.08,0.112,0.112,0.365,3.968,0.365,0.052,0.226,3.968,0.185,1.896,0.962,0.316,1.103,0.08,0.185,0.365,0.365,0.27,0.27
Monaco,0.226,0.316,0.226,0.27,0.27,0.27,0.112,0.27,0.028,0.052,0.316,0.185,0.185,0.226,0.226,0.226,0.416,0.185,0.185,0.112,0.316,0.27,0.185,0.01,0.147,0.08,0.27,0.147,0.27,0.147,0.316,0.028,0.316,0.226,0.27,0.147,0,0.27,0.147,0.27,0.27,0.226,0.27,0.27,0.052,0.316,0.052,0.028,0.112,0.226,0.27,0.226,0.962,0.226,0.226,0.316,0.316,0.27,0.185,0.112,1.726,0.316,0.27,0.27,0.365,0.27,0.052,0.226,0.185,0.316,0.226,0.147,0.27,0.469,0.27,0.112,0.226,0,0.052,0.08,0.147,0.147,0.08,0.962,0.185,0.01,0.27,0.27,0.185,0.112,0.147,0.052,0.316,0.112,0.226,0.147,0.226,0.185,0.316,0.27,0.64,0.27,0.316,0.365,0.27,0.185,0.27,0.028,0.27,0.27,0.365,0.147,0.316,0.316,0.112,0.147,0.226,0,0.226,0.27,0.147,0.27,0.226,0.112,0.226,0.01,0.147,0.226,0.27,0.08,0.052,0.112,0.112,0.112,0.226,0.147,0.365,0.185,0.08,0.028,1.103,0.112,0.08,0,0.185,0.226,0.27,0.185,0.185,0.316,0.147,0.028,0.226,0.226,0.27,0.27,0.112,0.27,0.27,0.112,0.185,0.01,0.226,0.365,0.08,0.185,0.147,0.185,0.052,0.416,0.185,0.028,0.226,0.226,0.052,0.226,0.226,0.147,0.226,0.27,0.028,0.27,0.112,0.316,0.052,0.08,1.726,0.316,0.27,0.226,0.147,0.08,0.08,0.226,0.316,0.27
Mongolia,0.469,0.416,0.365,0.112,0.416,0.185,0.416,0.416,0.962,1.032,0.469,0.226,0.316,0.416,0.226,0.469,0.962,0.185,0.226,0.112,0.365,0.416,0.316,0.27,0.469,1.896,0.316,0.469,0.27,0.469,0.147,0.962,0.226,0.185,0.226,0.469,3.12,0.365,0.08,0.226,0.27,0.316,0.185,0.416,1.81,0.365,1.896,0.316,0.147,0.226,0.226,0.416,0.701,0.226,0.226,0.365,0.469,0.365,0.316,0.416,1.032,0.27,0.226,0.469,1.176,0.27,0.365,0.185,0.27,0.316,0.226,0.226,0.185,0.365,0.226,1.896,0.365,1.643,0.469,0.365,0.416,0.416,0.469,0.112,0.226,1.726,0.316,1.983,0.316,0.052,1.032,1.896,0.365,0.416,0.365,1.983,0.365,0.416,0.27,0.185,0.316,0.147,0.416,0.416,0.416,0.27,0.316,0.469,0.316,0.316,0.316,0.08,0.226,0.316,0.416,0.147,0.416,0.226,0,0.365,0.365,0.316,0.316,0.052,0.416,0.27,0.469,0.226,0.226,0.27,0.365,0.27,0.469,0.112,0.316,0.27,0.365,0.416,0.469,1.032,0.316,0.416,0.469,2.342,0.365,0.147,0.185,0.147,0.226,0.701,0.052,0.365,0.147,0.416,0.27,0.185,1.032,0.469,0.416,0.08,0.226,0.316,0.147,0.185,0.469,0.316,0.112,0.112,1.103,0.316,0.469,0.226,0.27,0.27,1.032,0.185,0.147,0.147,0.185,0.365,0.962,0.316,0.052,0.365,0.416,0.365,1.032,0.962,0.416,0.469,0.112,0.365,2.071,0.416,0.365,0.416
Montenegro,0.316,2.071,0.316,0.185,0.416,0.185,0.365,0.365,0.27,3.019,0.469,0.112,0.27,0.147,0.112,0.416,1.983,0.147,0.147,0.052,0.365,3.019,0.147,0.27,0.112,1.176,0.147,0.185,0.185,0.27,0.185,0.27,0.27,0.112,0.185,0.365,1.176,0.27,0.08,0.226,0.316,0.226,0.185,3.019,0.226,0.469,0.416,1.103,0.112,0.185,0.185,0.316,0.185,0.185,0.27,0.316,0.416,0.316,0.112,0.469,2.919,0.27,0.226,0.416,3.12,0.112,1.81,0.112,0.226,0.27,0.185,0.112,0.185,0.828,0.147,1.983,0.416,0.08,0.316,0.416,0.365,1.983,0.365,1.562,0.147,0.185,0.365,0.416,0.316,0.052,0.185,0.316,1.176,0.365,0.316,0.226,0.416,0.416,0.226,0.226,0.365,0.112,0.416,0.416,2.071,0.226,0.147,0.27,0.226,0.185,0.365,0.052,0.27,0.365,0.316,0.08,0.416,0.27,0.365,0,0.365,0.226,0.226,0.052,0.185,1.032,0.316,0.316,0.226,0.185,0.416,0.185,0.365,0.052,0.185,0.112,0.226,0.316,0.185,2.919,0.27,0.27,1.103,2.342,0.147,0.08,0.185,0.08,0.112,0.316,0.052,0.316,0.185,3.019,0.27,0.185,0.112,1.103,4.191,0.052,0.27,0.112,0.08,1.726,0.226,0.27,0.08,0.08,1.983,1.103,0.416,0.028,0.226,0.226,0.226,0.147,0.147,0.08,0.08,0.416,2.919,0.226,0.052,0.226,1.983,1.482,2.071,0.962,0.316,0.365,0.08,0.226,0.226,0.316,0.316,0.316
Morocco,0.524,0.524,4.417,0.028,2.16,0.028,2.251,0.469,1.25,2.251,0.524,0.01,2.071,2.071,0.028,0.524,4.417,0.028,1.983,0.01,0.416,0.581,0.052,2.251,1.103,2.251,2.82,0.365,0.08,0.27,3.019,2.251,0.365,1.25,0.185,2.16,3.222,1.176,0.028,1.896,2.071,0.469,3.12,1.326,0.64,0.581,2.251,2.251,0.226,0.01,0.469,0.524,4.417,0.365,2.722,0.365,0.469,1.176,0.052,2.251,10,3.019,1.032,0.524,4.417,3.12,2.251,0.01,0.365,2.82,0.052,0.028,0.185,2.251,0.316,2.251,0.316,2.251,2.251,2.251,2.251,2.16,0.64,7.022,0.08,2.251,2.16,0.524,1.25,0,0.469,2.251,0.416,2.16,0.185,0.226,0.469,3.222,0.185,0.894,3.222,0.028,0.524,0.524,0.524,0.226,0.052,2.251,0.27,2.919,0.524,0.01,2.82,0.365,2.16,0.01,0.316,0.147,0.365,0.365,0,0.365,0.365,0,0.416,4.417,0.469,0.365,2.251,2.251,2.251,2.071,2.251,0.01,0.365,0.028,0.469,2.16,0.64,2.251,5.607,2.16,2.251,2.251,0.365,0.028,0.028,0.01,0.01,0.08,0.112,3.326,3.222,2.251,0.147,0.316,0.469,0.64,0.581,0.01,0.316,2.251,0.08,10,0.524,2.16,0.028,0.08,2.251,4.417,2.16,0.028,0.028,0.469,2.251,0.028,0.962,0.01,0.08,3.222,4.417,0.052,0,0.469,2.251,4.303,4.417,3.222,0.524,0.365,0.365,2.16,0.581,2.071,0.316,0.416
Mozambique,0.316,0.226,1.032,0.112,1.896,0.08,0.316,0.185,0.27,0.27,0.316,0.112,0.226,0.365,0.147,0.27,0.828,0.147,0.365,0.052,0.365,0.27,0.365,1.562,0.226,0.316,0.27,0.316,0.365,0.27,0.416,0.894,0.365,0.147,0.226,0.316,1.403,0.365,1.81,0.416,1.103,0.112,0.365,0.316,1.643,0.316,0.27,0.828,1.983,0.147,0.27,0.316,2.82,0.226,0.365,0.416,0.27,1.896,0.226,0.962,1.176,0.416,0.185,0.27,1.176,0.416,0.316,0.112,0.226,0.316,0.27,0.185,0.27,1.032,0.185,0.316,0.962,3.858,0.962,0.365,0.365,0.962,0.316,1.25,0.147,1.562,0.365,0.185,4.079,0.028,0.316,0.226,0.185,0.365,0.185,0.27,0.27,0.365,0.365,0.27,0.962,0.08,0.27,0.316,0.226,1.983,1.81,0.27,0.226,0.416,0.316,0.052,0.27,1.103,0.27,0.08,0.226,0.27,0.316,0.226,0.365,0,0.469,0.028,0.27,0.764,0.316,0.27,0.185,1.032,0.962,0.316,0.365,0.052,0.27,0.185,0.365,0.316,0.27,0.27,2.722,0.365,0.316,1.25,0.416,0.052,0.112,0.052,0.112,0.147,0.147,0.416,0.416,0.416,0.316,0.226,0.226,0.365,0.27,0.028,0.316,8.115,0.316,1.176,0.365,2.071,0.147,2.82,1.726,0.962,0.365,0.052,0.147,4.191,0.416,0.64,0.27,0.052,0.185,0.365,0.185,0.185,0.028,0.469,0.27,0.365,1.176,1.032,0.365,0.27,0.052,0.27,0.316,0.469,2.919,3.019
Namibia,0.185,0.185,1.032,0.112,4.191,0.112,0.316,0.112,0.64,0.185,0.185,0.147,0.147,0.226,0.147,0.185,0.894,0.08,0.469,0.052,0.316,0.226,1.81,1.896,0.185,0.27,0.27,0.226,0.185,0.316,1.983,0.27,1.983,0.27,0.27,0.27,1.326,0.316,0.08,3.019,4.079,0.08,1.983,0.27,1.81,0.226,0.27,0.112,0.08,0.147,0.226,0.316,0.828,0.185,0.469,0.316,0.226,1.032,0.27,0.828,1.032,0.524,0.27,0.185,1.896,3.019,0.185,0.112,0.147,0.316,0.226,0.185,0.185,0.365,0.112,0.185,0.27,1.403,0.764,0.226,0.316,0.316,0.316,0.052,0.185,0.185,0.226,0.147,1.032,0.028,0.316,0.147,0.147,0.27,0.226,0.316,0.185,0.365,0.365,0.316,0.962,0.112,0.226,0.316,0.226,0.27,0.27,1.403,0.147,0.365,0.27,0.052,0.226,0.416,0.185,0.08,0.185,0.226,0.316,0.226,0.365,0.469,0,0.028,0.27,0.08,0.27,0.226,0.185,4.079,0.27,0.08,0.226,0.052,0.226,0.185,0.316,0.27,0.147,0.226,3.019,0.112,0.27,1.403,0.365,0.08,0.112,0.08,0.112,0.08,1.726,0.27,0.416,0.365,0.27,0.316,0.147,0.365,0.226,0.052,0.185,6.495,0.226,2.625,0.27,0.316,0.112,0.316,0.764,0.27,0.316,0.028,0.147,0.416,0.112,0.185,1.983,0.08,0.226,0.365,0.08,0.226,0.028,0.365,0.185,0.226,1.032,0.962,0.365,0.185,0.08,0.764,0.185,0.27,1.896,3.019
Nauru,0.028,0.028,0.01,0.147,0.01,0.08,0,0.028,0.962,0,0.028,0.112,0.028,0.01,0.08,0.028,0,0.08,0.028,0.147,0.028,0.01,0.112,0,0.028,0,0.052,0.028,0.08,0.052,0.028,0,0.052,0.112,0.112,0.01,0,0.01,0.08,0.028,0.01,0.01,0.01,0.01,0,0.01,0,0,0.052,0.112,0.01,0.01,0,0.028,0.052,0.08,0.028,0.028,1.403,0,0,0.028,0.052,0.028,0,0.01,0,0.08,0.01,0.052,0.112,0.08,0.052,0,0.028,0,0.052,0,0,0,0.01,0.01,0,0,0.052,0,0.01,0.01,0.01,1.562,0.052,0,0.052,0.01,0.08,0.052,0.028,0.01,0.08,0.08,0.01,0.147,0.028,0.052,0.028,0.052,0.112,0,0.052,0.052,0.052,0.185,0.052,0.052,0.01,0.185,0.052,0.112,0.052,0.052,0,0.028,0.028,0,0.052,0,0.052,0.028,0.08,0,0,0.01,0,0.147,0.01,0.185,0.028,0.01,0,0,0,0.01,0,0,0.052,0.112,0.08,0.112,0.185,0.112,0.08,0,0.01,0.01,0.112,0.052,0.01,0.01,0.01,1.482,0.08,0,0.112,0,0.01,0.01,0.112,0.08,0,0,0.01,0.524,0.112,0.028,0,0.112,0.052,0.185,0.052,0.01,0,0.112,0.226,0.052,0,0.01,0,0,0.01,0.028,0.185,0,0.01,0.028,0.052,0.052
Nepal,0.469,0.316,0.27,0.08,0.226,0.147,0.27,0.27,1.896,0.316,0.365,0.147,1.176,3.019,0.112,0.316,0.764,0.112,0.226,0.185,0.27,0.416,0.27,0.764,0.524,0.112,0.27,1.983,0.27,0.469,0.112,0.416,0.112,0.185,0.27,0.27,2.071,0.226,0.147,0.112,0.112,0.147,0.226,0.185,0.08,0.27,0.226,1.726,0.316,0.185,0.147,0.316,1.562,0.185,0.185,0.365,0.226,0.365,0.316,0.894,1.032,0.226,0.27,0.226,1.176,0.27,0.316,0.112,0.112,0.27,0.185,0.147,0.08,0.08,0.08,0.316,0.316,3.642,0.469,0.365,0.469,0.316,0.701,0.112,0.147,1.726,0.416,0.416,0.416,0.052,0.894,1.81,0.185,0.469,0.316,0.416,0.147,0.316,0.27,0.185,0.185,0.185,0.226,0.316,0.27,0.226,0.27,1.983,0.469,0.27,0.365,0.08,0.27,0.416,0.27,0.147,0.185,0.226,0.416,0.185,0.416,0.27,0.27,0.052,0,0.185,0.416,0.112,0.226,0.226,0.894,0.469,3.019,0.112,0.147,0.27,0.27,0.316,0.469,0.185,0.112,1.896,0.316,1.482,0.316,0.08,0.147,0.08,0.226,0.112,0.052,1.103,0.316,0.185,0.365,0.226,1.176,0.316,0.226,0.08,0.316,0.316,0.112,0.08,2.071,0.365,0.112,0.27,0.316,0.894,0.365,0.185,0.226,0.365,2.919,0.226,0.112,0.147,0.147,0.316,0.316,0.27,0.052,0.365,0.226,1.983,1.032,0.962,0.27,0.416,0.112,0.185,0.416,0.416,0.316,0.316
Netherlands,1.896,3.12,2.16,0,1.176,1.032,2.251,1.032,2.251,4.417,0.524,0,1.103,2.071,0.01,1.25,7.022,0.01,0.701,0,1.81,3.222,0,3.326,0.365,4.417,0.64,0.365,0.01,0.185,0.962,4.417,0.052,0,0,2.251,4.417,5.484,0.01,0.112,1.983,2.071,0.416,4.417,3.326,4.303,4.417,4.417,0.052,0,2.071,3.019,4.417,1.032,0.052,1.176,3.019,1.81,0.01,4.417,7.022,0.316,0.469,2.071,10,3.019,3.326,0.01,1.896,0.185,0,0.01,0.08,2.251,1.032,4.417,0.962,3.326,3.326,3.222,2.16,3.326,4.417,4.417,0.581,3.326,3.12,3.019,4.079,0,0.316,3.222,2.82,3.222,0.01,0.112,3.019,3.222,0.01,0.01,3.222,0,3.12,1.81,3.12,0.028,0.01,4.417,0.052,0.764,2.625,0,0.08,0.112,3.222,0,0.27,0.01,0.27,1.032,4.417,0.764,0.08,0,0.185,0,1.983,1.562,0.01,3.222,4.417,3.019,3.222,0,1.983,0.01,0.416,3.222,3.222,7.022,3.326,3.222,4.417,4.417,2.16,2.722,0.01,0,0,0.01,0,3.326,1.983,3.222,0.01,0.028,2.82,2.251,3.222,0,0.052,3.326,0.01,4.417,2.071,2.071,1.81,0.01,4.417,4.417,2.16,0.469,0,1.896,4.417,0,0.028,0.316,0.469,3.12,4.417,0,0,1.81,4.417,4.417,10,5.732,2.071,0.316,0,5.607,3.222,1.983,0.469,0.894
New Zealand,0.469,0.416,0.416,0.08,0.416,0.27,3.019,0.365,9.85,1.176,0.416,0.147,0.365,0.524,0.226,0.416,1.176,0.112,0.147,0.028,0.469,0.469,0.185,2.071,0.524,0.416,0.185,0.469,0.185,0.469,0.226,3.019,0.226,0.052,0.08,3.019,3.12,0.524,0.028,0.147,0.316,0.469,0.316,0.469,0.469,0.365,0.524,0.524,0.112,0.112,0.469,0.524,0.416,0.416,0.185,0.316,0.365,0.365,2.919,0.524,2.82,0.27,0.226,0.416,1.896,0.316,1.103,0.185,0.416,0.27,0.052,0.185,0.416,1.032,0.365,0.524,0.365,2.071,2.071,1.896,0.469,0.524,1.176,1.896,0.27,3.12,0.469,0.416,0.416,0.469,0.365,3.12,0.316,0.524,0.316,0.469,0.316,0.469,0.226,0.147,0.316,0.052,0.316,0.416,0.365,0.27,0.185,3.12,0.365,0.27,0.316,0.08,0.147,0.365,2.071,0.08,0.226,0.147,0.469,0.316,0.469,0.316,0.27,0.052,0.416,1.983,0,0.365,0.185,0.469,0.469,0.365,0.524,0.112,0.416,1.81,0.416,0.524,2.16,1.983,0.469,0.469,0.469,1.896,0.316,0.185,0.316,0.08,1.326,0.112,0.028,1.176,0.365,0.469,0.147,0.185,3.019,0.469,0.416,0.524,0.226,1.176,0.052,1.176,0.524,0.416,0.112,0.052,1.176,1.176,0.469,0.416,0.147,0.316,3.12,0.64,0.147,0.581,0.27,0.469,1.983,0.147,0.028,0.416,0.469,0.524,3.968,9.114,0.524,0.469,0.524,0.524,2.16,0.416,0.316,0.416
Nicaragua,0.185,0.316,0.365,0.112,0.365,0.147,1.983,0.185,0.147,0.894,0.226,0.147,0.112,0.112,0.185,0.27,0.894,0.416,0.112,0.028,0.524,0.27,0.112,1.896,0.08,0.27,0.185,0.185,0.112,0.226,0.147,1.103,0.316,0.052,0.147,2.071,0.01,3.12,0.028,0.147,0.226,9.702,0.185,0.316,1.983,0.226,0.365,0.64,0.028,0.112,2.071,1.25,0.147,5.484,0.226,0.316,0.316,0.226,0.112,1.643,1.032,0.185,0.226,0.27,1.983,0.147,0.27,0.147,4.303,0.27,0.112,0.147,0.469,1.896,8.255,0.365,0.316,0.08,0.316,0.316,0.365,0.27,0.469,1.326,0.365,1.726,0.226,0.147,0.147,0.028,0.226,0.416,0.316,0.27,0.147,0.147,0.27,0.365,0.112,0.112,0.764,0.08,0.316,0.962,0.27,0.112,0.185,0.316,0.147,0.147,0.316,0.112,0.147,0.147,2.071,0.08,0.185,0.226,0.226,0.316,0.365,0.27,0.226,0.028,0.112,1.562,0.365,0,0.08,0.185,1.032,0.08,0.147,0.112,5.484,0.112,0.524,2.071,0.365,0.316,0.316,0.226,0.316,1.176,0.147,0.147,0.112,0.08,0.08,0.27,0.052,0.112,0.147,0.365,0.147,0.08,0.08,0.365,0.316,0.052,0.08,0.112,0.052,1.562,0.27,0.226,0.112,0.052,0.894,0.27,0.316,1.403,0.112,0.185,0.226,0.052,0.052,0.052,0.185,0.316,0.185,0.147,0.028,0.147,0.185,0.147,0.416,1.983,0.524,0.147,0.028,2.071,0.365,0.226,0.226,0.316
